name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mooreparkvirus Lb3381	632112	S	837	0	837	0.00001
Salchichonvirus LP65	298338	S	753	2501	3254	0.00002
Watanabevirus wv3521	2845126	S	706	0	706	0.00000
Elpedvirus LpeD	2845137	S	625	4093	4718	0.00003
Kunmingvirus kv4D05	2956097	S	49210	34014	83224	0.00053
Kunmingvirus kv2D05	2956096	S	34270	24810	59080	0.00038
Popoffvirus pv56	2560283	S	127181	823	128004	0.00082
Shenzhenvirus AhSzw1	2733999	S	15982	6550	22532	0.00014
Shenzhenvirus AhSzq1	2733998	S	12648	5398	18046	0.00011
Epseptimavirus RN29	3059990	S	8700	4126	12826	0.00008
Epseptimavirus R201	3052187	S	2544	59	2603	0.00002
Epseptimavirus atrejo	2846124	S	1031	1724	2755	0.00002
Epseptimavirus S124	2732027	S	817	290	1107	0.00001
Epseptimavirus STG2	2732034	S	319	119	438	0.00000
Epseptimavirus LVR16A	2732023	S	242	526	768	0.00000
Epseptimavirus S126	2732028	S	203	345	548	0.00000
Epseptimavirus mar003J3	2732019	S	137	142	279	0.00000
Epseptimavirus SB13	2846098	S	125	134	259	0.00000
Epseptimavirus ev123	2732021	S	100	173	273	0.00000
Epseptimavirus Sds2	3428546	S	90	213	303	0.00000
Epseptimavirus SB10	3428544	S	84	162	246	0.00000
Epseptimavirus saus132	2732020	S	80	238	318	0.00000
Epseptimavirus S113	2732024	S	75	263	338	0.00000
Epseptimavirus bastian	2846126	S	66	129	195	0.00000
Epseptimavirus EPS7	491003	S	65	88	153	0.00000
Epseptimavirus ev23	2846085	S	63	125	188	0.00000
Epseptimavirus S132	2732029	S	42	78	120	0.00000
Epseptimavirus oselot	2846137	S	37	178	215	0.00000
Epseptimavirus OSYSTA	2846095	S	36	125	161	0.00000
Epseptimavirus bombadil	2846129	S	34	131	165	0.00000
Epseptimavirus stitch	1540099	S	32	73	105	0.00000
Epseptimavirus SE24	2846102	S	29	82	111	0.00000
Epseptimavirus Sw2	2732035	S	28	46	74	0.00000
Epseptimavirus S116	2732026	S	17	83	100	0.00000
Epseptimavirus rokbiter	2846140	S	15	68	83	0.00000
Epseptimavirus faergetype	2846131	S	11	66	77	0.00000
Epseptimavirus SH9	2732033	S	8	22	30	0.00000
Epseptimavirus seafire	2732032	S	8	74	82	0.00000
Epseptimavirus ev129	2846082	S	5	47	52	0.00000
Epseptimavirus S147	2732031	S	2	7	9	0.00000
Epseptimavirus ev119	2846081	S	1	102	103	0.00000
Epseptimavirus ev329	2732022	S	1	12	13	0.00000
Tequintavirus T5	10726	S	549	230	779	0.00000
Tequintavirus APCEc03	2733986	S	500	456	956	0.00001
Tequintavirus NR01	2733988	S	390	293	683	0.00000
Tequintavirus gostya9	2733983	S	311	123	434	0.00000
Tequintavirus NBSal003	2712977	S	287	351	638	0.00000
Tequintavirus SPC35	977927	S	258	1345	1603	0.00001
Tequintavirus HdH2	2844203	S	250	206	456	0.00000
Tequintavirus slur09	1982564	S	176	136	312	0.00000
Tequintavirus NBEco001	2712970	S	172	212	384	0.00000
Tequintavirus mar004NP2	2733984	S	170	178	348	0.00000
Tequintavirus L6jm	2846093	S	162	144	306	0.00000
Tequintavirus fp01	2844254	S	155	373	528	0.00000
Tequintavirus SE11	2846099	S	153	629	782	0.00000
Tequintavirus SP15	2844232	S	146	189	335	0.00000
Tequintavirus NBSal005	2712979	S	142	136	278	0.00000
Tequintavirus AKFV33	1112008	S	136	177	313	0.00000
Tequintavirus VSe12	2592163	S	135	143	278	0.00000
Tequintavirus S131	2733989	S	126	190	316	0.00000
Tequintavirus VEc33	2608320	S	125	172	297	0.00000
Tequintavirus NBEco002	2712971	S	117	119	236	0.00000
Tequintavirus SP01	2733990	S	111	75	186	0.00000
Tequintavirus chee24	2733981	S	106	105	211	0.00000
Tequintavirus FFH1	2049893	S	99	150	249	0.00000
Tequintavirus OSYSP	2733985	S	97	116	213	0.00000
Tequintavirus BF23	10707	S	86	97	183	0.00000
Tequintavirus SSP1	2733993	S	84	157	241	0.00000
Tequintavirus H8	352889	S	73	110	183	0.00000
Tequintavirus oldekolle	2846136	S	68	143	211	0.00000
Tequintavirus Th1	2846119	S	62	215	277	0.00000
Tequintavirus DT57C	1567006	S	56	173	229	0.00000
Tequintavirus LLS	2733987	S	53	76	129	0.00000
Tequintavirus shivani	1945575	S	34	193	227	0.00000
Tequintavirus SHSML45	2733992	S	21	95	116	0.00000
Tequintavirus DT5712	2733982	S	11	33	44	0.00000
Jesfedecavirus phi3	2560836	S	3653	4648	8301	0.00005
Thalassavirus thalassa	2060093	S	1679	999	2678	0.00002
Thalassavirus river4	2956515	S	278	139	417	0.00000
Thalassavirus pontus	2956513	S	132	111	243	0.00000
Thalassavirus bennett	2956508	S	79	542	621	0.00000
Thalassavirus AG74	2956505	S	66	232	298	0.00000
Thalassavirus gary	2956512	S	56	298	354	0.00000
Thalassavirus chester	2956510	S	45	416	461	0.00000
Thalassavirus quinn	2956514	S	23	161	184	0.00000
Thalassavirus brizo	2956509	S	14	128	142	0.00000
Thalassavirus achelous	2956506	S	1	8	9	0.00000
Cetovirus ceto	2060092	S	3426	543	3969	0.00003
Vipunavirus pVp1	2560835	S	1875	5	1880	0.00001
Sugarlandvirus IME260	2560539	S	2505	359	2864	0.00002
Sugarlandvirus sugarland	2560546	S	1911	269	2180	0.00001
Hongcheonvirus DUPPV	2733994	S	3784	0	3784	0.00002
Myunavirus My1	2560631	S	962	0	962	0.00001
Novosibvirus stubb	2733995	S	1782	170	1952	0.00001
Novosibvirus PM135	2560651	S	1640	155	1795	0.00001
Pogseptimavirus VspSw1	2733997	S	1233	152	1385	0.00001
Pogseptimavirus PG07	2733996	S	962	117	1079	0.00001
Priunavirus PSTCR5	2956338	S	1156	167	1323	0.00001
Priunavirus PR1	2560652	S	779	109	888	0.00001
Eneladusvirus BF	2560751	S	93295	166	93461	0.00060
Eneladusvirus Yen904	2560849	S	6565	11	6576	0.00004
Audreyjarvisvirus L47	2845480	S	28949	4444	33393	0.00021
Audreyjarvisvirus WRP3	2845462	S	14565	3558	18123	0.00012
Audreyjarvisvirus av949	2845184	S	11338	340	11678	0.00007
Audreyjarvisvirus P1048	2845430	S	9978	412	10390	0.00007
Audreyjarvisvirus AM4	2845189	S	7740	1354	9094	0.00006
Audreyjarvisvirus LW81	2845421	S	5886	1739	7625	0.00005
Audreyjarvisvirus AM1	2845188	S	5096	1784	6880	0.00004
Plateaulakevirus pv4L372XY	2843650	S	25298	16766	42064	0.00027
Plateaulakevirus pv2L372X	2843647	S	6141	18854	24995	0.00016
Plateaulakevirus pv4L372D	2843649	S	5557	10223	15780	0.00010
Plateaulakevirus pv2L372D	2843646	S	37	8035	8072	0.00005
Muvirus mu	10677	S	181	37018	37199	0.00024
Muvirus SfMu	1980943	S	134	43757	43891	0.00028
Alexandravirus SNUABM3	3059705	S	39317	2898	42215	0.00027
Alexandravirus AD1	2734080	S	10396	227	10623	0.00007
Alexandravirus alexandra	2734081	S	9652	40	9692	0.00006
Alexandravirus SNUABM32	3059707	S	3703	359	4062	0.00003
Alexandravirus SNUABM30	3059706	S	3303	15	3318	0.00002
Alexandravirus SNUABM22	3059704	S	1461	172	1633	0.00001
Alexandravirus SNUABM17	3059702	S	1460	47	1507	0.00001
Alexandravirus SNUABM35	3059709	S	1151	8	1159	0.00001
Alexandravirus SNUABM33	3059708	S	975	24	999	0.00001
Alexandravirus SNUABM2	3059703	S	925	8	933	0.00001
Alexandravirus SNUABM1	3059700	S	774	12	786	0.00001
Alexandravirus SNUABM16	3059701	S	675	74	749	0.00000
Webervirus F20	1095076	S	18839	0	18839	0.00012
Webervirus RAD2	3433404	S	1305	347	1652	0.00001
Webervirus TAH8	2734042	S	769	507	1276	0.00001
Webervirus KpV522	2734037	S	590	53	643	0.00000
Webervirus call	2845077	S	496	260	756	0.00000
Webervirus alina	2845075	S	402	89	491	0.00000
Webervirus KpNIH2	2845094	S	382	53	435	0.00000
Webervirus KL	2845085	S	354	94	448	0.00000
Webervirus KOX1	2734033	S	313	72	385	0.00000
Webervirus sin4	2845106	S	286	31	317	0.00000
Webervirus domnhall	2845078	S	257	60	317	0.00000
Webervirus shelby	2845105	S	237	60	297	0.00000
Webervirus IMGroot	2845081	S	228	125	353	0.00000
Webervirus PKP126	1981042	S	226	43	269	0.00000
Webervirus KP36	1920861	S	206	51	257	0.00000
Webervirus KLPN1	1981041	S	201	37	238	0.00000
Webervirus NJS1	2734040	S	194	96	290	0.00000
Webervirus FZ10	2845080	S	193	54	247	0.00000
Webervirus KP1801	2845087	S	177	42	219	0.00000
Webervirus sushi	1981043	S	175	106	281	0.00000
Webervirus wv1513	1920862	S	173	45	218	0.00000
Webervirus segescirculi	2845103	S	167	85	252	0.00000
Webervirus skenny	2845107	S	160	102	262	0.00000
Webervirus NJS2	3433391	S	144	55	199	0.00000
Webervirus TSK1	2734043	S	139	33	172	0.00000
Webervirus wv13	2845074	S	131	54	185	0.00000
Webervirus KpKT21phi1	2734035	S	131	61	192	0.00000
Webervirus sweeny	2845110	S	129	37	166	0.00000
Webervirus GHK3	2734032	S	127	34	161	0.00000
Webervirus KpCol1	2734034	S	124	49	173	0.00000
Webervirus pK8	3433398	S	108	46	154	0.00000
Webervirus JY917	2845082	S	103	33	136	0.00000
Webervirus mezzogao	2734038	S	98	73	171	0.00000
Webervirus N141	2734036	S	64	36	100	0.00000
Rtpvirus Rtp	355246	S	695	12726	13421	0.00009
Rtpvirus IME253	2734003	S	150	3136	3286	0.00002
Loudonvirus DTL	2734002	S	2961	45	3006	0.00002
Loudonvirus EC3a	3430497	S	906	107	1013	0.00001
Guelphvirus ACGM12	1945565	S	369	69	438	0.00000
Veterinaerplatzvirus vv12210I	2844167	S	276	6	282	0.00000
Christensenvirus IME542	2734000	S	181	20	201	0.00000
Tlsvirus TLS	245685	S	659	292	951	0.00001
Tlsvirus YSP2	2734014	S	183	93	276	0.00000
Tlsvirus blueshaddow	3432849	S	163	132	295	0.00000
Tlsvirus PHB07	2734012	S	92	31	123	0.00000
Tlsvirus phSE2	2734013	S	78	60	138	0.00000
Tlsvirus stevie	1540096	S	77	76	153	0.00000
Tlsvirus SP126	1173741	S	70	25	95	0.00000
Tlsvirus LL5	2734010	S	40	11	51	0.00000
Tlsvirus DK2017	2734008	S	24	15	39	0.00000
Tlsvirus tv36	2734011	S	5	0	5	0.00000
Hanrivervirus G292	2844197	S	190	493	683	0.00000
Hanrivervirus henu8	2844205	S	165	75	240	0.00000
Hanrivervirus slyngel	2846141	S	120	130	250	0.00000
Hanrivervirus vojen	2844267	S	107	79	186	0.00000
Hanrivervirus hv2019SD1	2736192	S	84	5	89	0.00000
Hanrivervirus aaroes	2844240	S	83	96	179	0.00000
Hanrivervirus aalborv	2844239	S	63	64	127	0.00000
Hanrivervirus PGN590	2844227	S	33	14	47	0.00000
Hanrivervirus pSf1	2560762	S	31	24	55	0.00000
Hanrivervirus damhaus	2844242	S	27	24	51	0.00000
Hanrivervirus haarsle	2844256	S	17	18	35	0.00000
Hanrivervirus egaa	2844243	S	11	15	26	0.00000
Hanrivervirus herni	2844257	S	9	23	32	0.00000
Hanrivervirus grams	2844255	S	2	1	3	0.00000
Warwickvirus JK16	2846198	S	165	102	267	0.00000
Warwickvirus SLUR29	2844231	S	132	139	271	0.00000
Warwickvirus wv95	2734015	S	123	42	165	0.00000
Warwickvirus tonn	2844264	S	83	142	225	0.00000
Warwickvirus SECphi27	2734018	S	52	41	93	0.00000
Warwickvirus mar001J1	2734016	S	51	19	70	0.00000
Warwickvirus tonijn	2844263	S	47	32	79	0.00000
Warwickvirus tiwna	2844262	S	34	25	59	0.00000
Warwickvirus tonnikala	2844265	S	26	37	63	0.00000
Warwickvirus tunus	2844266	S	19	19	38	0.00000
Warwickvirus atuna	2844241	S	17	16	33	0.00000
Warwickvirus ityhuna	3433338	S	17	14	31	0.00000
Baihuvirus PHB17	3426610	S	683	11	694	0.00000
Henuseptimavirus henu7	2844204	S	399	2	401	0.00000
Changchunvirus W011D	2844233	S	187	4	191	0.00000
Rogunavirus E41c	1920996	S	3614	735	4349	0.00003
Rogunavirus AHS24	1920994	S	37	76	113	0.00000
Rogunavirus rogue1	1921000	S	37	43	80	0.00000
Rogunavirus Jk06	1920998	S	21	24	45	0.00000
Rogunavirus JLA23	2734006	S	6	73	79	0.00000
Rogunavirus C119	2049889	S	3	34	37	0.00000
Rogunavirus AKS96	1920995	S	2	3	5	0.00000
Eastlansingvirus Sf12	2734004	S	568	557	1125	0.00001
Wilsonroadvirus Sd1	2734007	S	179	147	326	0.00000
Lindendrivevirus EB49	2734005	S	147	45	192	0.00000
Sertoctavirus SRT8	2560453	S	1987	66	2053	0.00001
Tunavirus Sfin1	2734026	S	258	101	359	0.00000
Tunavirus ISF001	2734025	S	127	23	150	0.00000
Tunavirus JMPW2	2049888	S	110	283	393	0.00000
Tunavirus Shfl1	1002724	S	92	4	96	0.00000
Tunavirus JMPW1	2049887	S	87	50	137	0.00000
Tunavirus SH6	2734027	S	73	15	88	0.00000
Tunavirus IME18	2734022	S	62	22	84	0.00000
Tunavirus BIFF	2734021	S	57	9	66	0.00000
Tunavirus T1	1921008	S	51	22	73	0.00000
Tunavirus ADB2	1921004	S	46	10	56	0.00000
Tunavirus SH2	2734023	S	28	53	81	0.00000
Tunavirus PSf2	1921005	S	27	10	37	0.00000
Tunavirus DELF2	2844185	S	25	8	33	0.00000
Tunavirus ISF002	2560763	S	24	19	43	0.00000
Tunavirus Sfin3	2608316	S	19	9	28	0.00000
Badaguanvirus IME347	2734020	S	1264	0	1264	0.00001
Jhansiroadvirus gwaliVC1	2846602	S	1976	379	2355	0.00001
Sauletekiovirus AAS23	2734030	S	1438	0	1438	0.00001
Nouzillyvirus ESCO41	2734029	S	419	11	430	0.00000
Kyungwonvirus Esp29491	1073767	S	156	79	235	0.00000
Kyungwonvirus CS01	2734028	S	71	36	107	0.00000
Vilniusvirus NBD2	2734031	S	192	0	192	0.00000
Hicfunavirus HCF1	2653507	S	192	77	269	0.00000
Eclunavirus EcL1	2560414	S	181	0	181	0.00000
Nipunavirus JG054	3431159	S	8681	282	8963	0.00006
Nipunavirus PaMx25	1982241	S	7336	2341	9677	0.00006
Nipunavirus quinobequin	3431161	S	4233	3161	7394	0.00005
Nipunavirus PAJD1	3431160	S	3345	1766	5111	0.00003
Nipunavirus Doca3	3431158	S	3242	2894	6136	0.00004
Torvergatavirus MMDA13	3432939	S	11554	0	11554	0.00007
Shangdongvirus ply2008005c	3432383	S	8153	0	8153	0.00005
Iggyvirus iggy	3060045	S	2124	1763	3887	0.00002
Iggyvirus PBPA162	3060046	S	1560	1306	2866	0.00002
Nonagvirus JenP1	1921120	S	1288	661	1949	0.00001
Nonagvirus JenP2	1921121	S	608	216	824	0.00001
Nonagvirus SE1Kor	2560729	S	499	219	718	0.00000
Nonagvirus nv9g	1921118	S	392	157	549	0.00000
Nonagvirus JenK1	1921119	S	366	197	563	0.00000
Micathvirus micath	3430846	S	1212	0	1212	0.00001
Escherichia phage slur01	1720493	S	236	260	496	0.00000
Seuratvirus seurat	1921555	S	192	176	368	0.00000
Seuratvirus cajan	1921554	S	134	115	249	0.00000
Vibrio phage VpKK5	1538804	S	792	0	792	0.00001
Amoyvirus R7M	2843682	S	535	0	535	0.00000
Yonseivirus N137	2845093	S	10234	256	10490	0.00007
Yonseivirus seifer	2845104	S	6096	1178	7274	0.00005
Yonseivirus soft	2845108	S	4812	1331	6143	0.00004
Sharonstreetvirus A18P4	2956440	S	4629	0	4629	0.00003
Sharonstreetvirus LAh7	2956442	S	2723	254	2977	0.00002
Sharonstreetvirus BUCT551	2956441	S	1494	139	1633	0.00001
Cenphatecvirus saba	2955599	S	6485	0	6485	0.00004
Gediminasvirus AchV4	2955942	S	3759	0	3759	0.00002
Salvovirus salvo	2560847	S	2486	0	2486	0.00002
Sessunavirus SESS1	2956437	S	2465	0	2465	0.00002
Chivirus cv37	2846088	S	388	404	792	0.00001
Chivirus FSLSP030	1173754	S	263	57	320	0.00000
Chivirus cv118970sal1	2846084	S	84	79	163	0.00000
Chivirus BP12C	3427922	S	71	47	118	0.00000
Chivirus chi	1541887	S	71	33	104	0.00000
Chivirus iEPS5	1005056	S	60	75	135	0.00000
Chivirus KpYy141	2955698	S	53	56	109	0.00000
Chivirus YSD1	2749260	S	52	55	107	0.00000
Chivirus FSLSP088	1173757	S	52	26	78	0.00000
Chivirus siskin	2846118	S	32	36	68	0.00000
Chivirus SPN19	1141134	S	22	23	45	0.00000
Chivirus SeWh1	2955699	S	14	31	45	0.00000
Chivirus BSPM4	2846091	S	13	29	42	0.00000
Chivirus cv35	2846087	S	10	12	22	0.00000
Chivirus KFSSE1	2846092	S	7	16	23	0.00000
Chivirus ST101	2846108	S	7	7	14	0.00000
Jacunavirus JC01	2955994	S	2091	0	2091	0.00001
Phobosvirus PspYZU01	2956315	S	672	0	672	0.00000
Phobosvirus phobos	2956316	S	657	0	657	0.00000
Fengtaivirus Axp2	2955887	S	1787	0	1787	0.00001
Ruegeria phage vB_RpoS-V16	2218618	S	439	510	949	0.00001
Ruegeria phage vB_RpoS-V11	2218617	S	2	642	644	0.00000
Seodaemunguvirus YMC16-01N133	2956433	S	1456	705	2161	0.00001
Ahduovirus AH2	3425998	S	1413	0	1413	0.00001
Zhonglingvirus SAP012	2956710	S	1409	0	1409	0.00001
Gwanakrovirus SNUABM08	2955966	S	1408	0	1408	0.00001
Newforgelanevirus MA12	2956222	S	6	274	280	0.00000
Pectobacterium phage MA11	2662283	S	3	919	922	0.00001
Sanovirus sano	3432251	S	1020	0	1020	0.00001
Redjacvirus redjac	2956355	S	290	13	303	0.00000
Redjacvirus stilesk	2956356	S	261	169	430	0.00000
Redjacvirus piberecoleta	2956354	S	84	55	139	0.00000
Nazgulvirus bcepnazgul	3431061	S	865	0	865	0.00001
Dunedinvirus JS26	2955840	S	854	0	854	0.00001
Proteus phage ASh-2020a	2753656	S	51	634	685	0.00000
Lavrentievavirus pPM01	2956105	S	24	20	44	0.00000
Lavrentievavirus E21	2956103	S	23	23	46	0.00000
Lavrentievavirus PM87	2956104	S	5	60	65	0.00000
Broinstvirus pCB2051A	2955537	S	779	0	779	0.00000
Maxdohrnvirus SS2019XI	2956186	S	680	40	720	0.00000
Enchivirus Enc34	2955860	S	366	0	366	0.00000
Kokobelvirus kokobel1	2956062	S	328	0	328	0.00000
Pseudomonas phage PaMx42	1175662	S	3358	2033	5391	0.00003
Pseudomonas phage PSV3	3003632	S	2211	2572	4783	0.00003
Septimatrevirus SCUTS3	3432364	S	3538	2161	5699	0.00004
Septimatrevirus UFRH1	3432366	S	2912	2904	5816	0.00004
Septimatrevirus DLP1	3432351	S	1737	1681	3418	0.00002
Septimatrevirus Ab26	1921547	S	1585	1319	2904	0.00002
Septimatrevirus kaya	3432356	S	1424	2273	3697	0.00002
Septimatrevirus epa40	3432354	S	1403	1564	2967	0.00002
Septimatrevirus kopi	3432357	S	1347	1608	2955	0.00002
Septimatrevirus tehO	3432365	S	1305	3173	4478	0.00003
Septimatrevirus samson	3432363	S	1146	1323	2469	0.00002
Septimatrevirus C1	3432350	S	1097	2416	3513	0.00002
Septimatrevirus kakheti25	1921546	S	869	1733	2602	0.00002
Septimatrevirus PX5	3432362	S	747	1090	1837	0.00001
Septimatrevirus DoCa1	3432353	S	695	432	1127	0.00001
Septimatrevirus guyu	3432355	S	635	981	1616	0.00001
Septimatrevirus yazdi	3432367	S	291	307	598	0.00000
Septimatrevirus DLP2	3432352	S	171	521	692	0.00000
Kilunavirus KL1	1921548	S	7897	0	7897	0.00005
Kipunavirus KP1	3430201	S	3533	0	3533	0.00002
Poindextervirus BL10	2734196	S	8104	21373	29477	0.00019
Poindextervirus rogue	2748760	S	4674	11616	16290	0.00010
Shapirovirus cbk	1204537	S	4142	2792	6934	0.00004
Caulobacter virus Magneto	1211642	S	426	602	1028	0.00001
Caulobacter virus Karma	1211641	S	239	387	626	0.00000
Shapirovirus swift	1211644	S	108	244	352	0.00000
Bertelyvirus BL9	2734192	S	3938	580	4518	0.00003
Bertelyvirus SC	2734193	S	3304	494	3798	0.00002
Colossusvirus PW	2734195	S	2695	1173	3868	0.00002
Colossusvirus colossus	2734194	S	1281	535	1816	0.00001
Samistivirus bmoc	2956391	S	1073	477	1550	0.00001
Samistivirus braelyn	2956392	S	637	7405	8042	0.00005
Samistivirus daubenski	2956393	S	587	134	721	0.00000
Samistivirus paradiddles	2560789	S	484	10461	10945	0.00007
Samistivirus mildred21	2560787	S	443	168	611	0.00000
Samistivirus jay2jay	2560786	S	307	1576	1883	0.00001
Samistivirus egole	2956394	S	171	1351	1522	0.00001
Samistivirus samisti12	2560791	S	146	1921	2067	0.00001
Samistivirus evy	2956395	S	131	678	809	0.00001
Samistivirus peebs	2560790	S	100	1626	1726	0.00001
Samistivirus nootnoot	2560788	S	35	1028	1063	0.00001
Karimacvirus wofford	3430115	S	3388	278	3666	0.00002
Karimacvirus starplatinum	3430114	S	1568	1891	3459	0.00002
Karimacvirus yaboi	3430116	S	428	7	435	0.00000
Karimacvirus karimac	3430112	S	276	154	430	0.00000
Karimacvirus lukecage	3430113	S	246	297	543	0.00000
Tomasvirus tomas	3060743	S	1658	40	1698	0.00001
Coruscantvirus coruscant	3059903	S	556	0	556	0.00000
Faustvirus faust	3059994	S	9123	1614	10737	0.00007
Faustvirus tunatartare	3059995	S	666	7	673	0.00000
Annadreamyvirus blueeyedbeauty	2846394	S	1447	472	1919	0.00001
Annadreamyvirus annadreamy	2846392	S	856	233	1089	0.00001
Gilsonvirus gilson	2846398	S	1378	327	1705	0.00001
Gilsonvirus comrade	2846395	S	1020	76	1096	0.00001
Wakandavirus muntaha	3060802	S	292	863	1155	0.00001
Wakandavirus wakanda	3060803	S	247	743	990	0.00001
Wilnyevirus billnye	2560486	S	1364	168	1532	0.00001
Kharnvirus lucius	3430195	S	52929	4047	56976	0.00036
Kharnvirus kharn	3430194	S	1868	147	2015	0.00001
Eidolonvirus eidolon	3428454	S	3157	0	3157	0.00002
Pharaohvirus pharaoh	2956309	S	60880	63	60943	0.00039
Pharaohvirus steamy	2956310	S	204	1	205	0.00000
Latrobevirus FNU1	2844309	S	58737	0	58737	0.00037
Mycobacterium phage Phlyer	591487	S	26	3359	3385	0.00002
Mycobacterium phage Phaedrus	546184	S	23	2535	2558	0.00002
Pipefishvirus pipefish	1982918	S	43	888	931	0.00001
Pipefishvirus gadjet	1982917	S	29	2534	2563	0.00002
Pipefishvirus bernardo	1982905	S	16	602	618	0.00000
Pipefishvirus athena	1982916	S	15	1530	1545	0.00001
Pipefishvirus obutu	2956320	S	15	1004	1019	0.00001
Thonkovirus thonko	2956529	S	11280	0	11280	0.00007
Coopervirus cooper	1983117	S	1255	108	1363	0.00001
Coopervirus vincenzo	1983110	S	833	9	842	0.00001
Coopervirus adawi	1983106	S	440	40	480	0.00000
Coopervirus zemanar	1983120	S	402	1361	1763	0.00001
Coopervirus nigel	1983118	S	349	46	395	0.00000
Coopervirus stinger	1983119	S	233	18	251	0.00000
Coopervirus chrisnmich	1983116	S	186	221	407	0.00000
Coopervirus bane1	1983109	S	173	358	531	0.00000
Coopervirus brownCNA	1983108	S	168	292	460	0.00000
Coopervirus JAMaL	1983107	S	149	139	288	0.00000
Coopervirus fortunato	2955718	S	74	174	248	0.00000
Coopervirus heath	2955719	S	36	138	174	0.00000
Acadianvirus baee	1982902	S	2279	79	2358	0.00002
Acadianvirus serendipitous	2955229	S	2049	64	2113	0.00001
Acadianvirus reprobate	1982903	S	937	0	937	0.00001
Acadianvirus acadian	1982901	S	406	20	426	0.00000
Rosebushvirus TA17a	2560607	S	933	4062	4995	0.00003
Rosebushvirus laurie	2956377	S	175	239	414	0.00000
Rosebushvirus godines	1982904	S	146	344	490	0.00000
Rosebushvirus rosebush	2006145	S	119	681	800	0.00001
Mycobacterium phage KayaCho	1340830	S	591	104	695	0.00000
Mycobacterium phage Hosp	1463811	S	104	591	695	0.00000
Mycobacterium phage 39HC	1463809	S	100	308	408	0.00000
Julieunavirus julie1	2956033	S	645	1581	2226	0.00001
Quesadillavirus quesadilla	2956353	S	918	38	956	0.00001
Quesadillavirus CRB2	2956352	S	582	26	608	0.00000
Pegunavirus oline	1986350	S	400	321	721	0.00000
Pegunavirus Pg1	1986538	S	101	336	437	0.00000
Pegunavirus suffolk	1986540	S	39	115	154	0.00000
Pegunavirus soto	1982928	S	34	151	185	0.00000
Pegunavirus apizium	1982926	S	16	16	32	0.00000
Pegunavirus manad	1982929	S	12	31	43	0.00000
Mycobacterium phage Vortex	1034149	S	9	26	35	0.00000
Imvubuvirus imvubu	2955990	S	1044	0	1044	0.00001
Saguarovirus saguaro	2956386	S	946	0	946	0.00001
Birdsnestvirus birdsnest	2955497	S	884	0	884	0.00001
Lilmcdreamyvirus lilmcdreamy	2956123	S	837	0	837	0.00001
Avunavirus Av05	2560440	S	18910	8057	26967	0.00017
Certrevirus CR9	1914899	S	2447	14	2461	0.00002
Certrevirus phiTE	1980961	S	1446	90	1536	0.00001
Certrevirus CR3	1914897	S	348	1437	1785	0.00001
Certrevirus PBES02	1980960	S	232	1991	2223	0.00001
Certrevirus CR8	1914898	S	125	1049	1174	0.00001
Mydovirus mydo	2845940	S	2014	1853	3867	0.00002
Mydovirus Ro1	2846052	S	1517	818	2335	0.00001
Mydovirus BIS47	2845076	S	315	208	523	0.00000
Mydovirus KpS8	2723896	S	167	188	355	0.00000
Mydovirus KB57	2845083	S	163	99	262	0.00000
Mydovirus KNP2	2845086	S	81	44	125	0.00000
Henunavirus SNUABM01	2844165	S	2975	0	2975	0.00002
Henunavirus hena1	2844163	S	2225	0	2225	0.00001
Vequintavirus V5	1914853	S	859	1525	2384	0.00002
Vequintavirus JES2013	1914854	S	211	311	522	0.00000
Vequintavirus SYGMH1	3433188	S	205	35	240	0.00000
Vequintavirus murica	2560448	S	173	363	536	0.00000
Vequintavirus PDX	3433182	S	155	323	478	0.00000
Vequintavirus V18	2560455	S	122	127	249	0.00000
Vequintavirus CM1	3433167	S	65	206	271	0.00000
Vequintavirus slur16	2560462	S	38	116	154	0.00000
Vequintavirus nomine	3433180	S	26	82	108	0.00000
Seunavirus GAP31	1914895	S	1642	203	1845	0.00001
Seunavirus PVPSE1	2560728	S	1285	2511	3796	0.00002
Seunavirus 4MG	1914894	S	622	162	784	0.00000
Seunavirus SSE121	1914893	S	277	142	419	0.00000
Douglaswolinvirus B2	2734204	S	45820	15	45835	0.00029
Lidleunavirus Ldl1	2734208	S	931	567	1498	0.00001
Lidleunavirus ViSo2018a	2734209	S	578	377	955	0.00001
Lenusvirus SAC12	2734207	S	615	50	665	0.00000
Lenusvirus lenus	2734205	S	599	70	669	0.00000
